Nama User;Ulasan;Rating;Tanggal;Likes;Versi App;;;
Pengguna Google;Aplikasi ini sangat memudahkan dalam bertransaksi keuangan, say sangat menyukainya.;5;29/12/2025 07.08;0;;;;
Pengguna Google;saya sejak 2023 menggunakan DANA ini baik sekali segala transaksi aman;5;29/12/2025 07.07;0;0,158344907;;;
Pengguna Google;mantap.. sangat membantu;5;29/12/2025 07.04;0;0,158344907;;;
Pengguna Google;mantab 👍👍👍;5;29/12/2025 07.03;0;0,156944444;;;
Pengguna Google;kenapa limit dana tidak bisa dipake;5;29/12/2025 07.02;0;0,159050926;;;
Pengguna Google;aplikasinya bague sangat membantu;5;29/12/2025 07.00;0;0,159050926;;;
Pengguna Google;sangat membantu;5;29/12/2025 06.51;0;0,159050926;;;
Pengguna Google;mau login cek intermet putus,begitu aj,..internet tidak stabil;1;29/12/2025 06.50;0;;;;
Pengguna Google;good;5;29/12/2025 06.49;0;0,159050926;;;
Pengguna Google;dana sy di ambil tanpa pemberitahuan maling lu .. banyak kasus seperti ini;2;29/12/2025 06.49;0;0,150694444;;;
Pengguna Google;Mantap;5;29/12/2025 06.49;0;0,159050926;;;
Pengguna Google;Dana Bisnis dr kmren tidak bisa digunakan tidak bisa terima dan kirim, udh coba hubungi Operator malah jwb nya muter² gak jelas ..;2;29/12/2025 06.47;0;0,159050926;;;
Pengguna Google;semoga di akun saya muncul dana instan nya;5;29/12/2025 06.47;0;0,159050926;;;
Pengguna Google;kenapa di aplikasi dana saya tidak ada dana istan;4;29/12/2025 06.46;0;0,158344907;;;
Pengguna Google;blm bisa masuk;5;29/12/2025 06.45;0;;;;
Pengguna Google;mantap;5;29/12/2025 06.44;0;0,154872685;;;
Pengguna Google;maling;1;29/12/2025 06.44;0;0,159050926;;;
Pengguna Google;dana keren;5;29/12/2025 06.43;0;0,159039352;;;
Pengguna Google;sudah lama pakai dana,,terlalu banyak ternsaksi,,TAPI DANA CICILAM DI AKUN DANA SYA TIDAK AKTIP,,BOSANN;1;29/12/2025 06.42;0;0,159050926;;;
Pengguna Google;setelah update logout, tidak bisa login;1;29/12/2025 06.40;0;0,157638889;;;
Pengguna Google;saya turunin lah, orng yg jarang bertransaksi bisa ada DANA cicil ny tp aqun sya sering transaksi gk ada DANA cicil ny untung2n yaa klo gtu;3;29/12/2025 06.39;0;0,159050926;;;
Pengguna Google;kenapa pending transfer ke sesama E walet ..biasanya lancar ini pending nya lama dalam proses;1;29/12/2025 06.38;0;0,138900463;;;
Pengguna Google;saldo saya tiba' hilang begitu saja, padahal tidak membeli apapun, tolong kembalikan saldo saya, karna saya butuh.;1;29/12/2025 06.36;0;0,159050926;;;
Pengguna Google;"knp ya mau buat qris udh update dana ny juga tpi trus muncul ""coba lagi"" udah di ulang"" padahal";3;29/12/2025 06.35;0;0,159050926;;;
Pengguna Google;nanya ke Diana kaga ada jawaban yg jelas, giliran di email gak di bales bales hadeh;3;29/12/2025 06.34;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 06.34;0;0,157638889;;;
Pengguna Google;Aplikasi Penipu... Uang didalam ada 1,6jt... secara sepihak diblok tanpa alasan yg jelas... kok bisa aplikasi ini di ijinkan sama pemerintah;5;29/12/2025 06.34;0;;;;
Pengguna Google;aplikasi ribet, lupa pin tapi dipersulit, suruh nunggu 1×24 jam tapi udah 3 hari ditunggu tetep ngga bisa dan suruh coba lagi besok, aneh pake banget, udah tanya diana tetep ga bisa, bahkan dm ig pun tidak dibalas. tolong lah diperbaiki customer servicenya, jelek banget;1;29/12/2025 06.32;0;0,159050926;;;
Pengguna Google;mantap;5;29/12/2025 06.29;0;0,159050926;;;
Pengguna Google;sanggat bbaik;5;29/12/2025 06.29;0;0,153483796;;;
Pengguna Google;saya gak muncul dana cicil nya;5;29/12/2025 06.29;0;0,157638889;;;
Pengguna Google;Mudah dan cepat;5;29/12/2025 06.28;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 06.24;0;0,159050926;;;
Pengguna Google;njir lah sekarang udah mulai pake admin adminan mana 2,500 ,lah coba gua ngirim 5000 adminya 2,500,otw pindah gopay ini mah;3;29/12/2025 06.24;0;0,159050926;;;
Pengguna Google;dana yang terbaik;5;29/12/2025 06.23;0;0,159050926;;;
Pengguna Google;saya sangat suka menggunakan dana, tapi sayangnya dana saya gak ada fitur dana cicil;5;29/12/2025 06.22;0;0,147916667;;;
Pengguna Google;lama2 pkek dana smkin ribet.. pdhal saya sdh berulang kali cat diana no akun dana saya hilang.. lma2 diana eror otak nya 🤣 sori iya diana saya kasi bintang 5 spya otak nya semakin cerdas;4;29/12/2025 06.20;0;;;;
Pengguna Google;"parah Ah.ada trobel tarik saldo tau""sinyal ilang.duit kpotong tapi ga masuk.mau hubungin call centernya susah pnangananya susah ribet.parah";2;29/12/2025 06.20;0;0,159050926;;;
Pengguna Google;sangat sangat berguna segalanya;5;29/12/2025 06.17;0;0,157638889;;;
Pengguna Google;ewalet yang sangat membagongkan;1;29/12/2025 06.17;0;0,159050926;;;
Pengguna Google;Bagus sangat;5;29/12/2025 06.17;0;;;;
Pengguna Google;knp tarik saldo bisnis susah sekali gmn nih... tlg dong di perhatikan...;3;29/12/2025 06.16;1;0,159050926;;;
Pengguna Google;fitur sangat lengkap, penggunaan mudah, tampilan bagus;5;29/12/2025 06.15;0;0,159050926;;;
Pengguna Google;puas;3;29/12/2025 06.14;0;0,157638889;;;
Pengguna Google;parah,, sudah 2 x transaksi bayar di merchant yang sama, saldo sudah terpotong, transaksi sukses,tapi merchant tidak menerima dana masuk;3;29/12/2025 06.14;0;0,159050926;;;
Pengguna Google;100% epesin;5;29/12/2025 06.13;0;0,157638889;;;
Pengguna Google;sangat membantu dana ini bagus;5;29/12/2025 06.12;0;0,159050926;;;
Pengguna Google;kgaa bisa login cemana ini apk eror banget cuyy kalo habis masukin nomor terus pencet lanjut pasti ke ulang lagi :) sedih nyaah;3;29/12/2025 06.12;0;0,159050926;;;
Pengguna Google;dana membantu dan mempermudah aku buat kirim atau minta uang, meskipun aku tidak punya rekening;5;29/12/2025 06.11;0;;;;
Pengguna Google;sangat membantu kalau ada saldonya,wkwkwk;5;29/12/2025 06.10;0;0,127777778;;;
Pengguna Google;saya tidak bisa mengirim uang;1;29/12/2025 06.09;0;0,159050926;;;
Pengguna Google;wahhhh aplikasi ini sangggggaaaaaat menmbannnntuuuu sekaliiiiiiii;5;29/12/2025 06.08;0;;;;
Pengguna Google;agak sulit bicara langsung ke customer support kalau menggunakan aplikasi ini.. selalu mesin penjawab terus..muter muter aja tidak beri solusi..hijs;4;29/12/2025 06.07;0;0,159050926;;;
Pengguna Google;cepat dan mudah;5;29/12/2025 06.05;0;0,150694444;;;
Pengguna Google;tambahin aksesnya nya yg pake dana bukan 1 dua orang;3;29/12/2025 06.03;0;0,159050926;;;
Pengguna Google;Ribet update mulu padahal barusan di update, sama kemaren kaka saya dana nya keblokir mana ada uang nya lumayan gara² nomer gak aktif gak bisa di benerin payah;2;29/12/2025 06.03;0;0,157638889;;;
Pengguna Google;saldo masi banyak ngak bisa di pake;1;29/12/2025 06.02;0;0,159050926;;;
Pengguna Google;oke;5;29/12/2025 06.00;0;0,157638889;;;
Pengguna Google;bagus;4;29/12/2025 05.57;0;0,159050926;;;
Pengguna Google;sangat bagus;5;29/12/2025 05.54;0;;;;
Pengguna Google;tolong untuk Fitur dana cicil, kalau tidak bisa di gunakan/limit tdk tersedia, ya gausah di munculin di app dana, buat apa coba;2;29/12/2025 05.53;0;02.59.02;;;
Pengguna Google;sangat baik;4;29/12/2025 05.51;0;0,158344907;;;
Pengguna Google;sangat sangat berguna;5;29/12/2025 05.50;0;;;;
Pengguna Google;mudah dan cepat;5;29/12/2025 05.49;0;;;;
Pengguna Google;di aplikasi dana sangat mudah mau transfer atau narik uang dengan Satset ngga perlu pake kartu segala;5;29/12/2025 05.49;0;;;;
Pengguna Google;oke;5;29/12/2025 05.48;0;0,154872685;;;
Pengguna Google;alhamdulillah masalah kemarin sudah beres,,uang sudah masuk;4;29/12/2025 05.46;6;0,159050926;;;
Pengguna Google;sangat bgs sekli;5;29/12/2025 05.45;0;0,159050926;;;
Pengguna Google;ok;5;29/12/2025 05.45;0;0,154872685;;;
Pengguna Google;puass banget;5;29/12/2025 05.45;0;0,159050926;;;
Pengguna Google;mantap;5;29/12/2025 05.43;0;0,159050926;;;
Pengguna Google;hati² bayar lewat DANA. saya bayar wifi lewat DANA statusnya BERHASIL tp ternyata pembayaran TIDAK MASUK ke telkomsel. Akhirnya sy harus bayar lg. Saya minta pengembalian uang saya tp tidak di balikin oleh DANA. Aplikasi brengsek,jahat;1;29/12/2025 05.41;0;0,159039352;;;
Pengguna Google;apa ini, udah download terus dihapus, beberapa hari ku download lagi, tapi g bisa² padahal nomer udah bener malah di alihkan lagi ke awal g bisa login², udah dihapus download hapus download beberapa kali masih aja sama g bisa login;5;29/12/2025 05.40;0;;;;
Pengguna Google;🥰🥰;4;29/12/2025 05.39;0;0,159050926;;;
Pengguna Google;bagus sekali;5;29/12/2025 05.36;0;0,159050926;;;
Pengguna Google;gua udah sering bertransaksi tapi fitur gua gak lengkap;2;29/12/2025 05.34;0;0,159050926;;;
Pengguna Google;mantqp;5;29/12/2025 05.32;0;0,159050926;;;
Pengguna Google;goood;5;29/12/2025 05.30;0;0,1375;;;
Pengguna Google;mantap;5;29/12/2025 05.29;0;0,159050926;;;
Pengguna Google;maaf saya kurangi karna dana cicil saya ga bisa di aktivasi;2;29/12/2025 05.29;0;0,159050926;;;
Pengguna Google;tolong aktifin dana instan kk;5;29/12/2025 05.28;0;0,159050926;;;
Pengguna Google;kenapa dana premium ku tidak bisa menarik uwang tunai di permainan;3;29/12/2025 05.26;0;0,158344907;;;
Pengguna Google;aktifkan uang elektronik;5;29/12/2025 05.26;0;0,159050926;;;
Pengguna Google;andaikan bisa dana cicil;5;29/12/2025 05.24;0;;;;
Pengguna Google;okay;5;29/12/2025 05.24;0;0,159050926;;;
Pengguna Google;dana cicil tidak bisa d akses;5;29/12/2025 05.23;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 05.23;0;0,157638889;;;
Pengguna Google;bukaknya lama;5;29/12/2025 05.23;0;02.46.01;;;
Pengguna Google;jos;5;29/12/2025 05.22;0;0,159050926;;;
Pengguna Google;tidak ada dana pinjam, pdhal transaksi udh 2th di atas angka 6jt setiap bulan;3;29/12/2025 05.16;0;0,159050926;;;
Pengguna Google;DANA sdh rawan kebobolan hati² yg punya akun DANA;1;29/12/2025 05.14;0;0,159050926;;;
Pengguna Google;Keamanan dana bagaimana? Ini saldo tiba² kesedot dan ada riwayat transaksi ke lazada? padal ga punya apk lazada dan tidak ada pemesanan apapun , Ada nomor lazada dan nama penerima hanya T;1;29/12/2025 05.12;0;0,159050926;;;
Pengguna Google;alat transaksi yang terbaik;5;29/12/2025 05.11;0;0,159050926;;;
Pengguna Google;hallo ka saya download tapi ga bisa d akses;5;29/12/2025 05.10;0;0,159050926;;;
Pengguna Google;bagus banget dan ngelag;5;29/12/2025 05.09;0;;;;
Pengguna Google;gimana sih di rusuh verifikasi pake ktp giliran udh semua tpi tetep aja gk bisa buat ngirim duit aja gk bisa padahal udh hapus donglot aneh banget nih aplikasi;1;29/12/2025 05.03;0;0,159050926;;;
Pengguna Google;thnks , topup gagal, saldo sudah d kembalikan;4;29/12/2025 05.02;0;0,159050926;;;
Pengguna Google;puas;4;29/12/2025 05.01;0;0,159039352;;;
Pengguna Google;proses sangat cepat;5;29/12/2025 05.00;0;0,154166667;;;
Pengguna Google;aplikasi dana tidak bisa di download kenapa ya;5;29/12/2025 05.00;0;;;;
Pengguna Google;bagus;5;29/12/2025 04.59;0;;;;
Pengguna Google;kren;5;29/12/2025 04.54;0;0,157638889;;;
Pengguna Google;sangat sangat mempermudah untuk TF ke saudara atau sekawanan thankyou untuk aplikasi dana🤞;5;29/12/2025 04.53;0;0,159050926;;;
Pengguna Google;mantap;5;29/12/2025 04.52;0;0,159050926;;;
Pengguna Google;suka, cma ada kendala di saya, mohon perhatian nya, ini saya udah capek mengeluh ke applikasi nya, gak ada tanggapan yang sesuai;5;29/12/2025 04.50;0;0,159039352;;;
Pengguna Google;Sangat nyaman dan aman;4;29/12/2025 04.50;0;;;;
Pengguna Google;pernah top up 15k tapi hilang hampir setengahnya padahal ga ada langganan aplikasi apapun ,eh pas di cek ada akun yang terhubung (aku ga tau siapa dan jelas bukan aku ) ,terus waktu itu susah banget buat di premium kan hampir 3 bulanan baru bisa ,padahal lagi butuh banget buat transfer PERBAIKI DAN YANG TERPENTING JANGAN GAMPANG DI BOBOL untung saja waktu itu ga besar uang nya;1;29/12/2025 04.50;0;0,159050926;;;
Pengguna Google;luar biasa;5;29/12/2025 04.49;0;0,159050926;;;
Pengguna Google;ok;5;29/12/2025 04.48;0;0,159050926;;;
Pengguna Google;mantap;4;29/12/2025 04.48;0;0,159050926;;;
Pengguna Google;baik;5;29/12/2025 04.45;0;0,159050926;;;
Pengguna Google;aplikasi anjing bangsat penipu di suruh muter muter tp gk ada hasil nya suruh komplain ke cs gk ada juga hasil nya bner bner buruk jelek ini aplikasi lebih bagus gopay sama ovo real semua nya gk cuman fitur aja tp bisa di pake juga gk kaya apk dana banyak nipu nya🖕🖕🖕🖕👎👎👎👎👎🖕🖕🖕🖕👎👎👎🖕🖕🖕;1;29/12/2025 04.41;1;0,158344907;;;
Pengguna Google;uang saya nyakut di nomer lama tidak di proses persose dana sangat lambat hal uang yang di akun lama;1;29/12/2025 04.40;0;0,159050926;;;
Pengguna Google;kenapa setelah lunas dana cicil tidak bisa di pakai lagi untuk transaksi;5;29/12/2025 04.40;0;0,159050926;;;
Pengguna Google;tidak bagus aplikasi ini, top-up untuk e-toll. Uang sudah terpotong, tapi saldo tidak bertambah dan untuk complainnya susah;1;29/12/2025 04.40;0;0,159050926;;;
Pengguna Google;mantap!!!!!!!;5;29/12/2025 04.38;0;0,159050926;;;
Pengguna Google;mudah simple cepat no ribet, thanks;5;29/12/2025 04.37;0;0,159050926;;;
Pengguna Google;Woiii.. ga pernah sama sekali pakai fitur dana cicilan, tiba tiba ada tagihan maksudnya apaa? cek mutasi berkala saya seperti apa.. update apk malah ada tagihan, maksudnya gimana.. tolong penjelasannya DIANA GA PERNAH NGASIH SOLUSI DAMA SEKALI, LANGSUNG KE CS AJA BISA TIDAK? di X dan di FB tidak bisa dihubungi, lewat email malahan disuruh bayar kok tidak ada jalan bantu komplain dari kostumer?;1;29/12/2025 04.34;1;0,159050926;;;
Pengguna Google;terbaik;5;29/12/2025 04.32;0;0,159050926;;;
Pengguna Google;kalau bisa dikirim bonusnya;5;29/12/2025 04.32;0;0,159050926;;;
Pengguna Google;hari-hari penuh bug nih apk;4;29/12/2025 04.29;0;0,157638889;;;
Pengguna Google;dana instans tidak aktif2 padahal saya pengguna lama;5;29/12/2025 04.28;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 04.28;0;0,159050926;;;
Pengguna Google;baik;5;29/12/2025 04.26;0;0,154872685;;;
Pengguna Google;sangat membantu tranaaksi;4;29/12/2025 04.24;0;0,157638889;;;
Pengguna Google;Maaantaaaappp;5;29/12/2025 04.24;0;0,159039352;;;
Pengguna Google;dana cicil tidak bisa di pakai walaupun ada limit nya;5;29/12/2025 04.21;0;0,159050926;;;
Pengguna Google;mantap;5;29/12/2025 04.18;0;0,159050926;;;
Pengguna Google;saya kecewa karena saldo saya kosong karena blm di isi min;5;29/12/2025 04.16;0;0,159050926;;;
Pengguna Google;saya tidak Tf dana ke orang tapi tiba tiba saya tf ke ke orang lain sudah lapor di dana tapi gajelas jawabnya bagaimana ini;1;29/12/2025 04.15;0;;;;
Pengguna Google;bagus;5;29/12/2025 04.10;0;0,159050926;;;
Pengguna Google;aplikasi dana memang ok gampang di gunakan untuk memenuhi kebutuhan saya. salam sukses dari anak santri;5;29/12/2025 04.01;0;0,159050926;;;
Pengguna Google;puas;5;29/12/2025 04.01;0;0,157638889;;;
Pengguna Google;aplikasi dana kenapa tidak ada dana cicil dana instan yang lain adaa?;1;29/12/2025 03.59;0;;;;
Pengguna Google;aplikasi jelek banget. mudah diretas. uang jutaan ilang karena dibobol orang;1;29/12/2025 03.54;0;0,156944444;;;
Pengguna Google;sangat baik;5;29/12/2025 03.49;0;;;;
Pengguna Google;Gud;5;29/12/2025 03.49;0;0,157638889;;;
Pengguna Google;mantap;5;29/12/2025 03.47;0;0,159050926;;;
Pengguna Google;sangat puas;5;29/12/2025 03.46;0;0,159050926;;;
Pengguna Google;sangat membantu;5;29/12/2025 03.45;0;0,159050926;;;
Pengguna Google;sangat terbantu adanya dana ini;5;29/12/2025 03.45;0;0,158344907;;;
Pengguna Google;Sangat bagus;5;29/12/2025 03.42;0;0,159050926;;;
Pengguna Google;sangat membantu juga sangat efisien;5;29/12/2025 03.38;0;0,159050926;;;
Pengguna Google;suka ilang² tapi dia memudahkan transaksi sih;4;29/12/2025 03.38;0;0,159050926;;;
Pengguna Google;perdana;5;29/12/2025 03.34;0;0,159050926;;;
Pengguna Google;sangat bermanfaat;5;29/12/2025 03.33;0;0,157638889;;;
Pengguna Google;sangat membantu;5;29/12/2025 03.32;0;02.44.01;;;
Pengguna Google;ngisi paket 5 gb 3 hari masa langsung habis.;1;29/12/2025 03.31;0;;;;
Pengguna Google;apk keren dan berguna bnget;1;29/12/2025 03.30;0;;;;
Pengguna Google;Saya belum pernah daftar dana, nomor saya tapi sudah digunakan. Email untuk otp juga bukan email saya, bagaimana solusinya. Kok bisa nomor saya digunakan sementara kartu tersebut ada di HP saya;5;29/12/2025 03.30;0;0,159050926;;;
Pengguna Google;Bagus banget;5;29/12/2025 03.30;0;0,159050926;;;
Pengguna Google;sangat menyenangkan dan bisa untuk transfer ke berbagai bank;5;29/12/2025 03.29;0;0,159050926;;;
Pengguna Google;ok;4;29/12/2025 03.28;0;0,144456019;;;
Pengguna Google;SEPERTINYA SUDAH TIDAK BAIK MENGGUNAKAN DANA BAYAR TAGIHAN TIDAK TELAT PUN LIMIT DANA CICIL TIDAK BISA DIGUNAKAN LAGI,SAYA AKAN BERALIH KE E WALLET LAIN SUDAH 6 TAHUN PAKE DANA GA ADA BENEFITNYA BUAT PENGGUNANYA;1;29/12/2025 03.27;0;;;;
Pengguna Google;bermanfaat sekali;5;29/12/2025 03.27;0;0,15;;;
Pengguna Google;Good;5;29/12/2025 03.27;0;0,159050926;;;
Pengguna Google;bekerja dgn baik;5;29/12/2025 03.26;0;;;;
Pengguna Google;mau hapus akun aja ribetnya minta ampun, pelayanan CS nya kurang okey, lambat;1;29/12/2025 03.26;0;;;;
Pengguna Google;keren;5;29/12/2025 03.25;0;0,159050926;;;
Pengguna Google;"teruntuk orang indonesia yang mempunyai akun DANA dan masih ada saldonya segara pindahkan sebelum akun DANA kalian error. saya login kembali verifikasi wajah padahal saya sendiri milik pribadi saya sendiri malah tidak mendeteksi wajah saya sendiri ujung""nya saldo di DANA kalian hilang sia - sia dan teruntuk @bankindonesia / @BI DOMPET DIGITAL DANA sangat tidak bisa membatu dari segi personal maupun bisnis";1;29/12/2025 03.25;0;;;;
Pengguna Google;aplikasi sering eror;1;29/12/2025 03.24;0;0,159050926;;;
Pengguna Google;jangan sering² update app nya lah.;4;29/12/2025 03.14;0;0,159050926;;;
Pengguna Google;𝘮𝘢𝘯𝘵𝘢𝘱;4;29/12/2025 03.13;0;0,159039352;;;
Pengguna Google;baik;1;29/12/2025 03.12;0;0,159050926;;;
Pengguna Google;manantap;5;29/12/2025 03.11;0;;;;
Pengguna Google;server suka be masalah, hingga ga bisa transaksi, hei ini uang orang;1;29/12/2025 03.10;0;0,159050926;;;
Pengguna Google;hati hati pakai apk dana, banyak kelemahannya di apk dana, saldo bisa di hilang dengan mudah, uang saya hilang 1.300.000, pihak dana tidak bertanggung jawab, dengan alasan tautan, otp,;1;29/12/2025 03.07;0;0,159050926;;;
Pengguna Google;Ada kendala terkait Topup Via Livin saldo terpotong tapi Saldo Dana tidak bertambah, buat laporan Via livechat penjelasan nya kurang jelas atau kurang memuaskan , sangat mengecewakan!;1;29/12/2025 03.06;0;0,159050926;;;
Pengguna Google;Akun saya sudah premium dan sudah melakukan transaksi dengan banyak tapi fitur seperti dana cicil,dana instan,dana paylater tidak muncul di akun saya mohon bantuannya 🙏🏻;5;29/12/2025 03.06;0;0,159050926;;;
Pengguna Google;Permainan Transaksi Transferan Pending, Klau Mau Nipu Gak Usah Pakai Embel² Trobel Nunggu 5 Hari Kerja, Uang Itu Segera Mau Di Pakai Malah Gangguan, Coba Lu Butuh Uang, Sedangkan Uang Itu Gak Masuk² Bagaimana Perasaan Lu, Aplikasi DANA PARAH;1;29/12/2025 03.05;0;0,159039352;;;
Pengguna Google;aplikasi apa saldo malah tiba tiba ketarik mana gabisa di refund dasar gajelas;1;29/12/2025 03.04;0;0,159050926;;;
Pengguna Google;Capek banget tiap hari beberapa kali dapat sms kode otp ada yg mau buat akun baru Dana pake no hape saya. Saya email suruh selesaikan masalah ini malah dialihkan terus, disuruh masuk ke aplikasinya. Padahal saya ga mau pake lagi aplikasi ini karena ga butuh, dan juga saya sudah ajukan penghapusan akun. Mohon insightnya ya min, gimana caranya supaya ga ada lagi yg coba buat akun dana pake no saya. Mohon responnya dan kalo bisa yg jawab email itu jangan robot ya. Terima kasih;5;29/12/2025 03.04;0;;;;
Pengguna Google;baik;5;29/12/2025 03.03;0;0,159050926;;;
Pengguna Google;cacat aplikasi cacat;1;29/12/2025 02.58;0;0,159050926;;;
Pengguna Google;oke,gampang penggunaanya;5;29/12/2025 02.57;0;0,159050926;;;
Pengguna Google;sangat membantu;5;29/12/2025 02.57;0;;;;
Pengguna Google;sangat membantu;5;29/12/2025 02.57;0;0,159050926;;;
Pengguna Google;saya ingin ada nya dana cicil;5;29/12/2025 02.54;0;0,159050926;;;
Pengguna Google;saya kasi bintang 5 biar di baca tolonggg saya lupa pin dan nomornya tidak bisa terdaftar watsap tolong ubah otp ke SMS saja;5;29/12/2025 02.51;0;0,159050926;;;
Pengguna Google;mantap;4;29/12/2025 02.49;0;0,159050926;;;
Pengguna Google;gak jelas aplikasinya, masa mau masuk ke akun sendiri harus segala ini itu giliran udah bener masukin pin eh verifikasi wajah nya malah ga terdeteksi padahal saya sendiri, tolong lah buat di perbaiki dan permudahkan untuk memulihkan akun yang kartu nya tidak aktif, di akun saya ada saldo nya hangus gitu aja, dana dana;1;29/12/2025 02.48;0;0,159050926;;;
Pengguna Google;mudah menggunakannya,;5;29/12/2025 02.46;0;0,159050926;;;
Pengguna Google;bagus...cuma LBH ditingkatkan LG kewaspadaanny jgn sampai uang ada yg hilang;5;29/12/2025 02.45;0;0,159050926;;;
Pengguna Google;aku mau buka dana gak bisa berhenti-berhenti terus;5;29/12/2025 02.45;0;0,159050926;;;
Pengguna Google;sangat bagus buat transaksi;5;29/12/2025 02.44;0;;;;
Pengguna Google;baik, saya suka pakai aplikasi ini,gak ribet;5;29/12/2025 02.43;0;0,159050926;;;
Pengguna Google;sangat membantu dan mempermudah transaksi;5;29/12/2025 02.43;0;0,159050926;;;
Pengguna Google;tolong dibantu untuk dana cicil nya;5;29/12/2025 02.39;0;0,138194444;;;
Pengguna Google;dana cicil gak bisa di pakai;1;29/12/2025 02.38;0;0,159050926;;;
Pengguna Google;is the best;5;29/12/2025 02.38;0;0,159050926;;;
Pengguna Google;sangat mudah;5;29/12/2025 02.37;0;0,159050926;;;
Pengguna Google;aman dan tepercaya;5;29/12/2025 02.36;0;0,159050926;;;
Pengguna Google;ini kenapa lagi sama apk ny, kmren ga bisa ganti no hp, skrng mau beli pulsa/kuota ga bisa yg ada loading Mulu, pdhl udh coba berbagai mcm cara tetap ga bisa;1;29/12/2025 02.35;0;0,159050926;;;
Pengguna Google;lumayan;5;29/12/2025 02.34;0;0,159050926;;;
Pengguna Google;sangat mudah untuk di gunakan ketika mendesak;5;29/12/2025 02.33;0;;;;
Pengguna Google;baguss;5;29/12/2025 02.28;0;0,159050926;;;
Pengguna Google;sangat membantu kemudahan transaksi;5;29/12/2025 02.22;0;0,159039352;;;
Pengguna Google;good;5;29/12/2025 02.22;0;;;;
Pengguna Google;s aplikasi nya bagus;5;29/12/2025 02.20;0;0,159050926;;;
Pengguna Google;membantu sangat untuk nabung emas dan bayar bayar;5;29/12/2025 02.17;0;0,159050926;;;
Pengguna Google;mudah aman nyaman;5;29/12/2025 02.10;0;0,159050926;;;
Pengguna Google;Cs nya parah banget di suruh nunggu berapa hari malah ga ada blasan lagi udh kirim email g ada balasan Bagi teman teman yg ga mau uang nya hilang jgn pernah naro uang di dana;1;29/12/2025 02.09;0;0,159050926;;;
Pengguna Google;aplikasi nya bagus sayang nya kalo mau tf harus upgrade dana premium dulu sementara saya masih gak ada KTP😅😅;4;29/12/2025 02.07;0;;;;
Pengguna Google;mantap;5;29/12/2025 02.07;0;0,159050926;;;
Pengguna Google;pake dana ga ribet sangat membantu dan menyenangkan;5;29/12/2025 02.06;0;0,158344907;;;
Pengguna Google;oke sipp;5;29/12/2025 02.05;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 02.05;0;0,159050926;;;
Pengguna Google;Mantul;5;29/12/2025 02.03;0;0,159050926;;;
Pengguna Google;tidak ada tulisan ajukan refund di aplikasi dana yang sudah membeli voucher dana deals. sudah tanya assistant dan diberitahu kalau transaksi berhasil, padahal belum dipakai voucher. ya transaksi berhasil karena kan berhasil beli voucher nya. gimana sih support center nya?;5;29/12/2025 02.03;0;0,159050926;;;
Pengguna Google;DANA fitur nya gak usah,aneh aneh, kalau no gak pake akun DANA harusnya gak bisa masuk uang nya, ini malah bisa kan orang awam gak ngerti cara narik duitnya sedangkan no nya gak punya akun DANA tapi saldo masuk, sama aja kayak maling duit gak diterima mau masuk harus paket ini itu;1;29/12/2025 02.00;0;0,157638889;;;
Pengguna Google;kenapa akun dana saya tidak tersedia menu bantuan,mau livcat saja susah banget. pdhal sudah sya updte sudah logut sudh hapus cache dll tetap saja tidak bisa. tlong proses akun dana saya;1;29/12/2025 01.58;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 01.52;0;0,159050926;;;
Pengguna Google;sangat puas;5;29/12/2025 01.50;0;0,154872685;;;
Pengguna Google;🤩;2;29/12/2025 01.49;0;0,158344907;;;
Pengguna Google;apk yg sangat bagus.. dan sangat membantu.;5;29/12/2025 01.45;0;0,159050926;;;
Pengguna Google;Alhamdulillah bagus banget;5;29/12/2025 01.44;0;0,159050926;;;
Pengguna Google;sangat baik;5;29/12/2025 01.43;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 01.43;0;0,159050926;;;
Pengguna Google;bagus banget;5;29/12/2025 01.43;0;0,159050926;;;
Pengguna Google;sangat baik;5;29/12/2025 01.41;0;;;;
Pengguna Google;dana ini kok selalu bikin kesel sih, sudah update kok malah bug terus, tolong perbaiki kalau ratingnya pengen naik, masak kalah sama apk orange sebelah.;3;29/12/2025 01.41;0;0,159050926;;;
Pengguna Google;mantap;5;29/12/2025 01.39;0;0,157638889;;;
Pengguna Google;kenapa harus ada limit;4;29/12/2025 01.37;0;0,159050926;;;
Pengguna Google;sick, makin lama makin ribet bukan makin bagus. Padahal tinggal scan KTP dan scan wajah bisa tapi sekarang butuh kartu pendukung dan apalah itu. mendingan ovo atau gopay karena verifikasinya mudah dan tidak ribet. TF dan top-up pun sulit serta pemotongan harga yang tak masuk diakal, mau korupsi Dana? heran.;1;29/12/2025 01.37;0;0,159050926;;;
Pengguna Google;emamg anj aplikasi ini bisa bisa nya kesedot 120k tanpan langganan;1;29/12/2025 01.36;0;0,159050926;;;
Pengguna Google;bagus;5;29/12/2025 01.35;0;0,159050926;;;
